id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260726-012,2026-07-26,句型,think of A as B,2026-07-10-2011-english-i-text-4.md,thinking of it as something that can be measured by moment-to-moment joy,把 A 看作 B,think of A as B 用于说明对 A 的理解或界定；A 和 B 分别位于 of 与 as 后。,适合,固定搭配|句型|观点表达|Text4-S02,先定位 A 再定位 as 后的 B；不要漏译 as 的界定关系。,1,2026-07-26
20260726-013,2026-07-26,词组,day-to-day,2026-07-10-2011-english-i-text-4.md,the day-to-day experience of raising kids,日常的；每天发生的,day-to-day 作前置形容词修饰 experience；不表示“每日每夜”。,一般,阅读高频|时间表达|易误译|Text4-S03,与 in the moment 和 later 分开处理。,1,2026-07-26
20260726-014,2026-07-26,词组,raise a child / raise kids,2026-07-10-2011-english-i-text-4.md,the day-to-day experience of raising kids; how much work it is to raise a kid,养育孩子,raise 在家庭语境中表示抚养或养育；不是“提升孩子”。该误译在 S03 讲解后又于 S12 复发。,一般,阅读高频|固定搭配|熟词僻义|复发错误|Text4-S03|Text4-S12,家庭语境见 raise a child 先锁定“养育”；本次为明确复发点。,2,2026-08-06
20260726-015,2026-07-26,词组,soul-crushingly hard,2026-07-10-2011-english-i-text-4.md,can be soul-crushingly hard,艰难得令人心力交瘁,soul-crushingly 是程度副词；形象强调困难给精神造成沉重压力。,不建议,阅读识别|程度修饰|媒体表达|Text4-S03,先抓核心表语 hard；再回填程度修饰。,1,2026-07-26
20260726-016,2026-07-26,词组,the very + N,2026-07-10-2011-english-i-text-4.md,the very things that in the moment dampen our moods,正是……；恰恰是……,the very + 名词用于加强指认；very 此时不是副词“非常”。,适合,阅读高频|强调结构|熟词僻义|Text4-S03,见 the very things 先译“正是那些事情”。,1,2026-07-26
20260726-017,2026-07-26,词组,in the moment,2026-07-10-2011-english-i-text-4.md,that in the moment dampen our moods,当时；在那一刻；在当下,in the moment 在本文表示事情发生的当下；不是“在一分钟里面”。,一般,阅读高频|时间表达|易误译|Text4-S03,与 day-to-day 和 later 分别对应日常、当时和日后。,1,2026-07-26
20260726-018,2026-07-26,词组,dampen one's mood(s),2026-07-10-2011-english-i-text-4.md,dampen our moods,使某人情绪低落；破坏某人的心情,dampen 本义与湿有关；此处比喻削弱好心情或使人沮丧。,适合,阅读高频|固定搭配|熟词僻义|Text4-S03,our moods 是 dampen 的宾语；不要误接到外层 can be。,1,2026-07-26
20260726-019,2026-07-26,单词,mood,2026-07-10-2011-english-i-text-4.md,dampen our moods,心情；情绪,mood 表示情绪状态；不要与 mode“模式”混淆。,一般,阅读高频|易混表达|Text4-S03,最小辨析：mood 是情绪；mode 是模式。,1,2026-07-26
20260726-020,2026-07-26,词组,source(s) of / source for,2026-07-10-2011-english-i-text-4.md,sources of intense gratification and delight; a permanent source for gossip,……的来源；……的源泉,source of/for X 表示 X 的来源；S03 是满足感和喜悦的源泉，Q37-A 是八卦消息的来源。,适合,阅读高频|固定搭配|抽象表达|复发错误|Text4-S03|Text4-Q37,source 是“来源、源泉”而不是 resource“资源”；根据后接 of 或 for 识别关系。,2,2026-08-06
20260726-021,2026-07-26,单词,gratification,2026-07-10-2011-english-i-text-4.md,intense gratification and delight,满足；满足感,gratification 指愿望实现或经历带来的满足感；常见于较正式语体。,一般,阅读高频|抽象名词|家庭主题|Text4-S03,与 delight 并列；先确定两者均是 of 后的感受名词。,1,2026-07-26
20260726-022,2026-07-26,单词,delight,2026-07-10-2011-english-i-text-4.md,intense gratification and delight,喜悦；快乐,delight 在本文作不可数抽象名词；与 gratification 并列。,一般,阅读高频|情感词|家庭主题|Text4-S03,不要只在 temporary delight 中识别；本句也表示强烈喜悦。,1,2026-07-26
20260726-023,2026-07-26,词组,in progress,2026-07-10-2011-english-i-text-4.md,enjoyment in progress,正在进行中；在进行过程中,in progress 表过程尚在进行；这里不是名词 progress“进步”。,一般,阅读高频|选项词汇|固定搭配|Text4-Q36,选项中先整体识别 in progress 再理解 enjoyment。,1,2026-07-26
20260726-024,2026-07-26,词组,in retrospect,2026-07-10-2011-english-i-text-4.md,happiness in retrospect,回过头来看；事后看来,in retrospect 用于从事后的视角重新评价过去经历。,适合,阅读高频|写作友好|固定搭配|时间视角|Text4-Q36,与 past-tense condition 建立同义对应。,1,2026-07-26
20260726-025,2026-07-26,单词,lasting,2026-07-10-2011-english-i-text-4.md,lasting reward,持久的；长久的,lasting 来自动词 last“持续”；不是形容词 last“最后的”。,一般,阅读高频|选项词汇|易混表达|Text4-Q36,区分 lasting“持久的”和 last/final“最后的”。,1,2026-07-26
20260806-001,2026-08-06,单词,permanent,2026-07-10-2011-english-i-text-4.md,a permanent source for gossip,永久的；长期存在的,permanent 表示长期或永久存在；不是 temporary“暂时的”。,一般,阅读高频|选项词汇|Text4-Q37,与 temporary 对照记忆。,1,2026-08-06
20260806-002,2026-08-06,单词,gossip,2026-07-10-2011-english-i-text-4.md,a permanent source for gossip,八卦；流言蜚语,gossip 指谈论他人私生活的传闻或闲谈。,一般,阅读高频|媒体主题|选项词汇|Text4-Q37,source for gossip 表示八卦消息的来源。,1,2026-08-06
20260806-003,2026-08-06,单词,pregnant,2026-07-10-2011-english-i-text-4.md,news about pregnant celebrities,怀孕的,pregnant 作形容词修饰 celebrities；be pregnant 表示怀孕。,一般,阅读高频|家庭主题|选项词汇|Text4-Q37|Text4-S05,不要把 pregnant 与 entertaining 混成一个词组。,1,2026-08-06
20260806-004,2026-08-06,单词,entertaining,2026-07-10-2011-english-i-text-4.md,news about pregnant celebrities is entertaining,有趣的；有娱乐性的,entertaining 描述事物能使人感到有趣；entertained 描述人的感受。,一般,阅读高频|选项词汇|易混表达|Text4-Q37,先看主语 news 是事物所以用 entertaining。,1,2026-08-06
20260806-005,2026-08-06,词组,be highly valued by,2026-07-10-2011-english-i-text-4.md,having children is highly valued by the public,受到……的高度重视；被……高度看重,be valued by 是被动语态；highly 修饰 valued 的程度。,适合,阅读高频|被动语态|观点表达|Text4-Q37,原句陈述公众的实际重视程度；不能额外加入“应当”。,1,2026-08-06
20260806-006,2026-08-06,词组,hold a baby,2026-07-10-2011-english-i-text-4.md,an attractive mother holding a cute baby,抱着婴儿；抱小孩,hold 在此表示用手臂抱住；holding 是现在分词并后置修饰 mother。,一般,阅读高频|家庭主题|非谓语|Text4-S04,不要把 holding 当全句谓语；全句有限谓语是 is。,1,2026-08-06
20260806-007,2026-08-06,单词,cute,2026-07-10-2011-english-i-text-4.md,a cute baby,可爱的,cute 在本句是褒义形容词修饰 baby。,不建议,基础词|情感色彩|Text4-S04,本句没有贬义色彩。,1,2026-08-06
20260806-008,2026-08-06,单词,hardly,2026-07-10-2011-english-i-text-4.md,is hardly the only image,几乎不；几乎没有,hardly 是否定意味的程度副词；不是 hard“困难的”。,一般,阅读高频|熟词易混|逻辑表达|Text4-S04,看到 hardly 先落实否定程度再翻译后面的范围。,1,2026-08-06
20260806-009,2026-08-06,词组,hardly the only,2026-07-10-2011-english-i-text-4.md,is hardly the only Madonna-and-child image,绝不是唯一的；远非唯一的,hardly the only 表示同类事物还有很多；不能译成“很难出现”或“几乎没有”。,一般,阅读高频|固定搭配|逻辑表达|Text4-S04,先把 the only 看作整体再让 hardly 否定“唯一性”。,1,2026-08-06
20260806-010,2026-08-06,单词,newsstand,2026-07-10-2011-english-i-text-4.md,on newsstands this week,报刊亭；报摊,newsstand 是售卖报纸杂志的地方；on newsstands 可引申为在报刊亭出售或陈列。,一般,阅读高频|媒体主题|Text4-S04|Text4-S06,this week 是时间状语；不是“在报刊上放了一周”。,1,2026-08-06
20260806-011,2026-08-06,单词,also,2026-07-10-2011-english-i-text-4.md,There are also stories about,也；还,also 表示补充同类信息；不是 always“总是”。,不建议,基础词|易混表达|Text4-S05,区分 also“也”和 always“总是”。,1,2026-08-06
20260806-012,2026-08-06,单词,adoptive,2026-07-10-2011-english-i-text-4.md,newly adoptive mom Sandra Bullock,收养孩子的；养亲的,adoptive 描述通过收养建立的亲子身份；不是“可被采纳的”。,一般,阅读高频|家庭主题|熟词派生|Text4-S05,adoptive mother 表示养母或收养了孩子的母亲。,1,2026-08-06
20260806-013,2026-08-06,词组,newly adoptive mother,2026-07-10-2011-english-i-text-4.md,newly adoptive mom Sandra Bullock,刚刚收养孩子的母亲,newly 修饰 adoptive；整体描述 Sandra Bullock 当时的新身份。,一般,阅读识别|家庭主题|固定搭配|Text4-S05,不要把 adoptive 按被动“被收养的”理解。,1,2026-08-06
20260806-014,2026-08-06,词组,newly single,2026-07-10-2011-english-i-text-4.md,newly single mom Sandra Bullock,刚恢复单身的；刚成为单身的,newly single 描述婚恋状态刚刚发生变化。,一般,阅读高频|人物状态|Text4-S05,与 newly adoptive 并列修饰同一个 mom。,1,2026-08-06
20260806-015,2026-08-06,词组,as well as,2026-07-10-2011-english-i-text-4.md,stories about Sandra Bullock as well as the usual news,以及；还有,as well as 连接补充的并列成分；本句连接两类媒体报道。,适合,阅读高频|固定搭配|并列结构|Text4-S05,先找 as well as 两端的平行名词成分。,1,2026-08-06
20260806-016,2026-08-06,单词,practically,2026-07-10-2011-english-i-text-4.md,Practically every week,几乎；差不多,practically 修饰 every week 时表示“几乎每周”；不是“实际上”。,一般,阅读高频|熟词语境|程度副词|Text4-S06,结合修饰对象 every 判断为近似程度。,1,2026-08-06
20260806-017,2026-08-06,词组,mom-to-be,2026-07-10-2011-english-i-text-4.md,a celebrity mom or mom-to-be,准妈妈；即将成为母亲的人,-to-be 表示即将成为某种身份。,一般,阅读高频|家庭主题|构词法|Text4-S06,不要拆成 celebrity 或 mom 两个并列的人。,1,2026-08-06
20260806-018,2026-08-06,单词,smile,2026-07-10-2011-english-i-text-4.md,a mom-to-be smiling on the newsstands,微笑,smiling 是现在分词短语的核心；后置说明明星妈妈在封面形象中的状态。,不建议,基础词|非谓语|Text4-S06,不要把 smiling 接成 features 的宾语。,1,2026-08-06
20260806-019,2026-08-06,词组,childless folks,2026-07-10-2011-english-i-text-4.md,childless folks,无子女的人；没有孩子的人,childless 表示没有孩子；folks 在此泛指人们。,一般,阅读高频|家庭主题|Text4-Q38|Text4-S09,词组本身不含 unhappy；是否不开心要看原句是否另有修饰。,1,2026-08-06
20260806-020,2026-08-06,词组,be exposed to,2026-07-10-2011-english-i-text-4.md,are constantly exposed to criticism,接触到；遭受；受到,be exposed to 后接环境或影响；接 criticism 时自然译为“受到批评”。,适合,阅读高频|固定搭配|被动语态|Text4-Q38,被动结构的主语是承受者；不是主语主动批评别人。,1,2026-08-06
20260806-021,2026-08-06,单词,largely,2026-07-10-2011-english-i-text-4.md,are largely ignored by the media,在很大程度上；主要地,largely 表范围或程度；不是带情绪色彩的“严重地”。,一般,阅读高频|程度副词|选项词汇|Text4-Q38,先译成“在很大程度上”再结合上下文顺句。,1,2026-08-06
